Id,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input
476,0.56483+0.56479i,0.64652-0.49179i,0.64086-0.64714i,-0.4926-0.63625i,-0.64825-0.64272i,0.49209+0.49018i,0.64864+0.64921i,-0.49137+0.63786i,0.48532+0.63783i,0.64898+0.63739i,-0.49218-0.49167i,0.48106-0.64945i,-0.48217-0.64067i,-0.64597+0.48646i,0.49093+0.64676i,-0.48847+0.64041i,0.4829+0.63784i,-0.48506+0.64083i,0.48459-0.49556i,-0.48266-0.64617i,0.48327-0.64099i,0.64743-0.63675i,0.63826+0.48996i,0.64277-0.48405i,0.63823-0.64755i,-0.4907+0.49622i,-0.64987-0.48014i,-0.63915-0.64702i,0.48955+0.49283i,-0.48237+0.64688i,0.48423-0.48944i,-0.48615-0.6461i,-0.64997-0.63862i,-0.64141-0.63976i,-0.642-0.64049i,0.48972+0.48935i,-0.48643-0.48473i,-0.64625-0.64644i,0.489-0.64091i,0.64521-0.64374i,-0.48955-0.64023i,-0.65421+0.49428i,0.49648-0.48784i,-0.48232-0.64936i,0.48482-0.64568i,0.64596-0.63881i,-0.49284-0.64158i,0.48575-0.63806i,0.65062+0.49145i,0.64217-0.48849i,-0.49238+0.48992i,-0.64565-0.48292i,0.48995-0.64509i,-0.4831-0.63839i,-0.64936+0.49576i,-0.63519-0.48322i,-0.63846+0.48113i,-0.64339+0.64835i,-0.63711+0.64137i,-0.64061+0.64038i,-0.63783+0.64046i,0.49421+0.64389i,0.64661+0.64399i,0.64205-0.49248i,-0.49087+0.48365i,-0.64513+0.64822i,-0.63804+0.63825i,-0.64119-0.49187i,-0.64024+0.48342i,-0.6396+0.64685i,-0.63962+0.63795i,0.48968-0.49497i,-0.4817-0.64733i,0.47954+0.49354i,0.64746-0.48098i,-0.4885+0.48278i,0.48585+0.64687i,-0.48072-0.49139i,-0.65159+0.48055i,0.49099-0.48452i,0.64687-0.65149i,0.63942-0.63917i,-0.49188+0.49152i,0.4842-0.4831i,0.64555+0.48655i,0.639-0.48569i,0.64159-0.64774i,0.64066+0.4924i,0.63737+0.64715i,0.6389-0.49469i,0.63806+0.48253i,-0.49214-0.48485i,-0.6432-0.64586i,0.49138+0.48871i,0.64723-0.48497i,0.64138+0.48607i,0.63672+0.64405i,0.63831-0.49586i,-0.48822-0.64756i,0.48754+0.49282i
477,0.5626+0.56599i,0.64263+0.64364i,0.63962-0.48891i,0.64125+0.48011i,-0.49082-0.48738i,-0.64757+0.48437i,0.48783-0.48613i,-0.48571-0.64862i,-0.64522+0.49346i,-0.64303-0.48561i,-0.64186-0.65004i,0.49027+0.48657i,0.64818-0.4848i,0.63967-0.64664i,0.63804-0.64225i,0.63872+0.49333i,0.64177+0.64324i,0.63949+0.63748i,-0.48771-0.49773i,-0.64516+0.48252i,-0.64006+0.64636i,0.48918-0.49226i,-0.48498+0.48428i,-0.64515-0.48287i,-0.6377-0.64423i,0.49137+0.49391i,0.64654+0.6489i,0.63865+0.63963i,-0.49272+0.6407i,0.48202+0.63798i,-0.48704+0.64169i,0.48467+0.64152i,0.64893+0.63683i,0.64184+0.64157i,-0.4915+0.63998i,-0.64731-0.49449i,-0.63896-0.64542i,0.49229-0.63941i,-0.48355-0.64366i,0.48199+0.49194i,0.64877-0.48596i,0.64126-0.64957i,0.64245+0.49561i,0.63897+0.64926i,0.63798+0.64057i,-0.49251+0.64101i,-0.64774-0.49183i,0.49019-0.64566i,0.64857+0.49285i,-0.49022-0.4889i,0.48256-0.65222i,0.64863-0.63668i,-0.49462+0.49685i,-0.6456-0.48315i,0.49111+0.48278i,0.64872-0.48521i,0.63988-0.64345i,0.6418-0.63792i,-0.49064+0.49659i,-0.64936+0.6444i,0.49035-0.49801i,0.64712+0.48455i,0.63466+0.64968i,0.63706-0.48911i,-0.49382-0.64645i,0.48762-0.64088i,0.64718-0.63812i,0.63944-0.64356i,-0.49478-0.63999i,-0.64559+0.49066i,-0.639-0.48521i,0.4918-0.64101i,0.64612+0.48945i,-0.49371+0.6469i,0.48581+0.63899i,0.644+0.63869i,0.63717+0.64131i,0.6398-0.49372i,0.63812+0.47976i,0.64088-0.48104i,-0.49092-0.64443i,0.48528+0.49325i,0.64882+0.64725i,0.63743+0.64142i,-0.48959+0.63735i,0.48476+0.63613i,-0.48829+0.63702i,-0.64172-0.49085i,-0.63978+0.48706i,-0.64205+0.65045i,0.48981+0.63497i,0.64487-0.48846i,0.63638+0.48492i,0.64118-0.47945i,-0.49517+0.48599i,-0.6461+0.64626i,0.49042-0.49266i,-0.48284+0.48582i,-0.64528-0.48804i,-0.63857-0.64655i
478,-0.56677-0.56297i,0.48883-0.64522i,0.65073+0.49124i,0.63993+0.6516i,-0.48699-0.49017i,0.48913+0.48325i,0.64812-0.48428i,0.63967+0.48637i,0.63937-0.48162i,0.63632-0.6488i,-0.49182-0.63596i,0.48373+0.48713i,0.64777+0.64833i,-0.49309+0.6343i,-0.64411+0.63735i,0.49142+0.64027i,0.64766+0.63689i,0.63888-0.49014i,0.64083+0.48559i,-0.49083+0.64598i,0.4866+0.63848i,-0.48544-0.49226i,0.48212+0.48453i,-0.48313+0.64606i,-0.64397-0.49137i,0.48639+0.48304i,0.64923+0.64805i,-0.49025+0.6405i,0.48679-0.48917i,0.65171+0.481i,0.63763+0.64476i,-0.49128-0.49125i,0.48374+0.48387i,-0.482+0.64777i,-0.65128-0.48671i,-0.63751-0.64992i,0.49509+0.49273i,0.64665+0.64769i,-0.49343+0.63582i,-0.64973-0.49085i,0.49227-0.64593i,-0.48304+0.49173i,0.48715+0.6463i,0.64619+0.64149i,0.63858+0.63902i,-0.49342+0.63866i,0.48152-0.49163i,0.64791-0.64481i,0.63964+0.48902i,-0.49575-0.4847i,-0.64469-0.64941i,-0.63983-0.63712i,0.48845+0.49328i,0.64579+0.64799i,0.64204-0.49195i,-0.4917-0.64903i,-0.64748+0.49176i,-0.63704+0.64757i,-0.64026-0.48852i,-0.63806-0.65072i,-0.64267+0.49246i,-0.64126-0.48579i,-0.64009+0.48447i,0.48756-0.48388i,0.64526+0.48357i,0.64206+0.64785i,-0.49311-0.49105i,0.48462-0.64693i,0.65077-0.63982i,0.64069+0.49227i,0.64-0.48664i,0.6389-0.65203i,-0.49086-0.63873i,-0.64746+0.49362i,-0.64048-0.48453i,0.48827+0.48411i,0.64316-0.48546i,-0.49137-0.64632i,0.48156+0.49251i,0.64567+0.64414i,0.64115-0.49403i,0.6387-0.64675i,-0.4919+0.49703i,-0.64644+0.64661i,-0.64343+0.64009i,-0.63979-0.49323i,-0.64182+0.48433i,-0.63634+0.64724i,-0.64034-0.49099i,-0.64122+0.48459i,-0.63792-0.48562i,0.49077-0.6483i,-0.48347+0.49308i,0.48439-0.48111i,-0.48124-0.64728i,0.48197-0.63669i,0.64294+0.49143i,0.64331+0.64345i,-0.49123+0.63877i,0.48447+0.63781i
479,-0.56377+0.56261i,0.48834-0.48711i,-0.48579+0.48298i,-0.64541-0.48351i,0.49455+0.48617i,-0.48571-0.48365i,-0.64788+0.48436i,0.49521+0.64824i,0.65153-0.49275i,-0.48765+0.4843i,0.48241+0.65572i,-0.48588-0.49142i,-0.64455+0.48378i,0.49286-0.48376i,0.64834+0.48523i,-0.49296-0.48374i,0.48499+0.48934i,0.64906+0.64759i,0.64043-0.49189i,0.6394+0.48526i,-0.49206+0.64737i,0.48131+0.64201i,-0.48331-0.49342i,-0.65115+0.48583i,0.4914+0.65051i,-0.48604-0.49131i,-0.64164+0.48161i,-0.64109-0.48551i,0.48964-0.64691i,-0.4856-0.63817i,-0.65299+0.48965i,0.49003+0.64704i,-0.48498-0.49286i,0.48517-0.65045i,-0.4872-0.6394i,0.48336-0.64083i,0.64972-0.64154i,0.63709-0.63778i,-0.49172-0.63664i,-0.64187-0.63442i,-0.63815+0.49375i,-0.64093+0.64854i,-0.6395-0.49264i,0.49344+0.48386i,-0.4788+0.64751i,0.48513+0.63658i,0.64377+0.64204i,-0.49183+0.64155i,-0.6464+0.64184i,-0.642-0.49151i,0.49113-0.6437i,0.64525+0.49494i,0.63982+0.64926i,-0.48823+0.63688i,0.48837+0.64276i,0.64995-0.49333i,-0.4927+0.48558i,0.48226-0.4844i,-0.48599+0.48802i,-0.64896+0.65002i,-0.63629-0.49286i,-0.6358-0.64944i,0.492-0.63931i,0.64642+0.49018i,-0.49339+0.64625i,0.48626-0.4908i,-0.48448+0.48763i,-0.64587-0.48517i,-0.6413-0.64837i,-0.63803-0.64186i,0.49126+0.49321i,0.64541+0.64808i,-0.49132+0.63643i,0.48517-0.48806i,-0.48741+0.48148i,0.48729-0.48295i,-0.48829+0.48341i,-0.65062-0.48306i,-0.64156+0.48714i,0.49177+0.64992i,-0.48434-0.49451i,-0.65109-0.6435i,0.49397+0.49489i,-0.48358-0.48444i,0.48196+0.48596i,0.64838-0.48693i,0.64186-0.64684i,0.63866+0.49383i,0.63684+0.64473i,0.63959-0.49102i,-0.49028+0.48651i,-0.64791-0.47911i,-0.63681+0.48395i,-0.6389+0.64877i,0.49227+0.64152i,-0.48713-0.49088i,-0.64521-0.64732i,0.48928-0.63862i,-0.48234-0.6394i,-0.64878-0.64117i
480,0.75634-0.76059i,0.86653-0.85712i,0.3514-0.35456i,0.79232+0.72392i,-0.15054+0.8669i,-0.80022+0.85495i,-0.8605+0.35483i,-0.35407-0.72871i,-0.78745-0.36112i,-0.35694-0.78757i,-0.28317-0.35417i,0.72861+0.22092i,-0.14377-0.7226i,-0.29106-0.86811i,-0.27932+0.15327i,-0.7895+0.80146i,-0.86076-0.14509i,0.15057-0.28997i,-0.71496+0.72525i,-0.86777+0.86409i,-0.34832-0.65913i,0.22584+0.64896i,-0.72196+0.86796i,-0.86489+0.3506i,0.15274+0.28258i,-0.72151-0.72539i,-0.35901+0.65546i,0.22023-0.14154i,-0.72055+0.71088i,0.65615-0.6523i,0.36407+0.64984i,0.27988+0.87175i,0.28438+0.35173i,0.28565-0.22188i,-0.22424+0.72312i,0.72527-0.14722i,-0.14715-0.28993i,-0.29452+0.21831i,-0.78869-0.72412i,0.14939+0.64892i,0.79746+0.35819i,0.86327+0.78988i,-0.66006-0.65532i,-0.36148+0.64697i,-0.78817+0.86784i,0.65791+0.85313i,-0.14588-0.15153i,0.7211-0.29446i,-0.65188-0.28639i,0.13928+0.22096i,0.80042+0.79392i,-0.65731-0.65628i,-0.36571-0.3628i,0.22637-0.78886i,-0.21709-0.35549i,0.21395+0.22154i,-0.7253-0.21906i,0.6574-0.2906i,-0.64926-0.79104i,-0.86763-0.86302i,-0.85914-0.35039i,0.65952-0.28659i,-0.14521+0.21888i,0.20757-0.21922i,0.79555-0.79409i,0.35483-0.86467i,0.28468-0.8566i,-0.22201-0.35419i,0.72305+0.72523i,-0.1464-0.65305i,0.71715+0.64987i,0.86313-0.14177i,0.85681-0.80106i,0.35167-0.85573i,-0.72585-0.8596i,0.65635-0.85623i,-0.64588-0.8596i,0.64786+0.65846i,0.86378+0.3638i,-0.15535-0.72805i,0.72419-0.35606i,-0.65105+0.22475i,0.14048-0.21641i,-0.72075-0.29028i,-0.86572-0.79396i,-0.35432+0.65491i,-0.79094+0.86969i,0.65647-0.15679i,0.86948-0.28967i,0.86161+0.72603i,-0.66125-0.6513i,0.14252-0.36389i,-0.21314-0.28025i,-0.28916-0.28502i,-0.28488-0.28613i,0.72834-0.79109i,-0.14979-0.86067i,-0.79923+0.15019i,0.65738-0.71806i,-0.652+0.13962i
481,-0.56224-0.56473i,0.49115+0.49205i,-0.48244+0.65082i,-0.64774-0.48717i,0.49065-0.64979i,-0.48223-0.6413i,0.48355+0.48959i,0.64879-0.48404i,0.6399+0.4847i,0.64365-0.48216i,-0.49096-0.64673i,0.48316+0.49203i,-0.48143+0.64862i,-0.64614-0.49163i,0.49344+0.48352i,-0.4819-0.48441i,-0.65092-0.64805i,0.49042+0.49044i,-0.48578+0.64847i,-0.64797-0.48661i,-0.63873+0.48292i,0.49211+0.64669i,0.64656-0.4893i,0.64292+0.4851i,-0.49117-0.48207i,-0.64909-0.64316i,-0.63883+0.49081i,-0.64079-0.48371i,0.49315-0.64978i,-0.48325-0.64067i,-0.64782-0.63741i,-0.63663-0.63867i,0.49418+0.49197i,-0.48374+0.64544i,-0.64595+0.63961i,0.49128-0.48943i,-0.48162-0.64588i,-0.64641-0.64035i,-0.63794+0.48891i,-0.63873-0.48746i,0.49085+0.48832i,-0.4886-0.48701i,0.48101+0.48463i,0.64577-0.48116i,-0.49042+0.48644i,0.48462-0.48019i,-0.48403-0.64525i,-0.64526+0.49401i,-0.63985+0.64358i,0.48977-0.49099i,-0.48532+0.48309i,0.48494-0.48262i,-0.48303-0.6457i,0.48479+0.48983i,-0.48461-0.48113i,-0.6488-0.65i,0.49139+0.49641i,-0.47874-0.48694i,-0.64337+0.47982i,0.49213+0.64606i,-0.48384+0.63939i,-0.64861+0.64358i,0.49523-0.49229i,0.64843+0.48592i,-0.48915+0.64646i,0.48456+0.64002i,0.65072+0.64032i,-0.49172+0.63922i,-0.64721+0.64168i,0.49263+0.64055i,-0.48431-0.49207i,-0.64985-0.64465i,0.49229+0.49725i,0.65076-0.48463i,-0.49001+0.47993i,-0.64762+0.64465i,0.49058-0.49021i,-0.48048-0.64733i,0.48602+0.49204i,-0.48315-0.48688i,0.48145+0.48456i,0.64846-0.48195i,-0.49379+0.48218i,0.48319-0.48573i,-0.48296+0.48188i,0.48541+0.65041i,0.64439+0.63895i,0.63728-0.48993i,0.63961+0.48579i,0.63939+0.648i,0.64008-0.49181i,0.64078-0.64711i,-0.48875-0.63666i,-0.64839+0.48954i,0.48719-0.48184i,0.64573+0.48577i,-0.49222+0.64961i,0.48079+0.64242i,0.65066-0.49203i,-0.49319+0.48054i
482,0.12238-0.86266i,0.8825-0.24282i,-0.0041751-0.37911i,0.099834-0.66507i,-0.10581-0.69905i,0.84065-0.44918i,-0.4949+0.56818i,0.52764-0.28026i,-0.034199+0.80852i,0.8477+0.2428i,-0.74276-0.60103i,-0.49373-0.2071i,0.82016-0.87491i,-0.74616-0.24391i,-0.74399-0.62417i,-0.94176-0.20722i,0.75111+0.85132i,-0.24757+0.73564i,0.066675+0.44845i,-0.84857+0.17324i,0.25146+0.13917i,-0.06796+0.63441i,0.84286+0.95184i,-0.24905+0.48352i,-0.18102-0.81533i,0.60101-0.98564i,-0.77816-0.72876i,-0.98583-0.93981i,-0.23551+0.74715i,0.60759+0.73835i,-0.28479-0.53926i,0.066014+0.52798i,0.14563-0.28085i,0.38955-0.42485i,0.17094-0.6623i,-0.85131-0.7042i,-0.73582+0.042157i,-0.44965-0.84311i,-0.90913-0.73857i,0.74916-0.44995i,-8.3192e-05-0.42077i,0.10158+0.07427i,-0.35413-0.84564i,0.31914-0.98466i,-0.8138+0.5035i,-0.73952-0.7738i,-0.69478-0.24447i,0.78376+0.60545i,0.98606-0.78021i,0.73209-0.49363i,-0.043692+0.56915i,0.34854+0.70398i,0.91581-0.53787i,-0.49657-0.95428i,-0.46085-0.23713i,-0.66323+0.11176i,0.53195+0.63444i,0.70582+0.20484i,0.20316+0.38332i,0.88128-0.073125i,0.98201-0.39287i,0.23339+0.3224i,0.63048-0.067968i,0.94641-0.14071i,-0.49794+0.10919i,0.77566-0.35709i,0.49132+0.81154i,0.41668-0.73939i,0.41894+0.4913i,-0.074911+0.21068i,0.35165+0.63127i,0.42184-0.77972i,0.41789+0.73864i,0.41881+0.74346i,0.91093-0.040461i,0.24094+0.59314i,-0.60901+0.70001i,0.039458-0.53799i,-0.09789-0.70277i,0.1037-0.69534i,0.88055-0.20185i,0.73413-0.3847i,-0.78485-0.91515i,-0.0020285-0.48694i,-0.8441+0.57365i,-0.98503+0.45723i,-0.72758+0.41667i,-0.45158-0.56515i,-0.91081+0.77609i,-0.7336-0.2461i,-0.20647+0.56134i,0.35849+0.21396i,-0.81287-0.10837i,0.49193-0.63842i,0.21442-0.20618i,0.38432-0.87583i,-0.56757+0.49856i,0.28602+0.21356i,-0.31581-0.35975i,-0.67478+0.80902i
483,-0.25425+0.25459i,-0.79591+0.79461i,-0.35804-0.15316i,-0.28321-0.80112i,-0.28491-0.85766i,-0.79538-0.85744i,-0.35641+0.6602i,-0.28202-0.65376i,-0.79147+0.14285i,0.65704-0.71689i,0.87313+0.14199i,0.34659-0.21584i,0.2868-0.28923i,0.287+0.21729i,-0.22095+0.28987i,0.21437-0.21895i,-0.21459+0.21929i,-0.28871+0.28643i,-0.28801-0.72793i,-0.79239+0.14535i,0.65977+0.29051i,0.86631-0.72608i,0.86108+0.6569i,0.3534-0.64808i,0.79096+0.64823i,0.35286-0.13903i,0.28054-0.29516i,-0.2196-0.2854i,-0.2934-0.28629i,0.72449+0.7293i,-0.65249-0.14584i,-0.36006-0.79905i,0.22597+0.65913i,-0.21586+0.87281i,-0.79864-0.15074i,-0.86171+0.71817i,-0.85721-0.14544i,-0.85729+0.7136i,-0.85991-0.65287i,0.65764-0.36113i,-0.14241+0.73004i,0.21196+0.35409i,0.28903+0.78793i,-0.7264-0.65457i,-0.86347-0.86727i,-0.35035-0.34946i,0.21838-0.28377i,0.79307+0.72534i,0.35458-0.14595i,0.78912+0.20678i,-0.65472-0.21596i,-0.36863-0.29012i,0.72774-0.79192i,0.86679-0.85975i,0.34994+0.15655i,0.28402+0.29526i,0.79201-0.22045i,-0.15011-0.29351i,-0.29241+0.21941i,-0.79207+0.79795i,0.1485+0.35667i,0.29136+0.78946i,0.78974-0.14851i,-0.15021+0.21404i,-0.79603-0.72586i,0.15002+0.65281i,0.29334+0.87072i,-0.21785-0.6562i,0.72198-0.36386i,-0.65208+0.72854i,0.14542+0.86669i,0.80146-0.15452i,0.86535-0.79692i,-0.66379+0.15358i,0.65274+0.2932i,0.36168-0.22084i,-0.73257+0.21666i,0.65418+0.79991i,-0.14408-0.6551i,-0.8017+0.65177i,0.15063+0.35976i,-0.21329+0.28486i,-0.29205+0.79262i,-0.28904+0.35518i,0.7222+0.7905i,0.86337+0.35755i,-0.15768-0.73364i,-0.2907-0.86331i,-0.2889+0.15195i,-0.79354-0.21255i,0.65326+0.72333i,-0.64977-0.65023i,-0.36377-0.86875i,0.72687+0.66136i,-0.14877-0.14523i,0.72168+0.211i,0.35602+0.79604i,-0.7286-0.65601i,0.6545-0.36113i,-0.65022-0.28047i
484,-0.56359+0.56453i,-0.64583-0.4906i,0.48874+0.48081i,0.64889-0.48129i,0.64313-0.64687i,-0.49309-0.63783i,0.48178-0.64308i,-0.4838-0.6358i,-0.64625+0.49443i,-0.64181-0.48445i,0.48788+0.48192i,-0.48384+0.64827i,0.48492-0.4908i,-0.48235+0.4836i,-0.64911-0.48632i,0.49211+0.48314i,0.64716-0.48372i,-0.49226-0.64583i,-0.64425+0.4926i,0.48828+0.64489i,0.64549+0.63542i,-0.49093+0.64009i,0.48641+0.64359i,-0.48824+0.64085i,-0.64469+0.63689i,0.4894-0.49019i,0.64525-0.64984i,-0.4904-0.64232i,0.48337-0.64043i,0.64399+0.48879i,-0.49462-0.48243i,-0.64526+0.48435i,0.49124+0.64898i,0.64728-0.49186i,-0.49487+0.48484i,0.48671+0.65107i,0.64862-0.49194i,-0.49193-0.64527i,0.48344-0.63965i,0.64672-0.63884i,0.64031+0.49243i,0.63972+0.64654i,0.63789+0.63804i,-0.49041+0.64067i,-0.64588-0.49067i,0.49213-0.6498i,0.64294-0.64121i,-0.49251-0.6416i,0.48721+0.49044i,0.64649-0.48334i,0.64201+0.48794i,0.6426+0.64513i,-0.49224+0.63582i,0.48202+0.641i,-0.48491-0.49003i,-0.64695-0.64697i,-0.64129-0.63635i,0.49487-0.64209i,-0.48784-0.64089i,-0.64479+0.49084i,0.48933+0.64317i,-0.48405-0.4907i,-0.65039+0.48263i,-0.64156-0.48347i,-0.63502-0.64691i,-0.63807-0.64102i,0.49462-0.63645i,-0.4868-0.63855i,0.48149-0.63947i,-0.48178-0.64659i,0.48222+0.48908i,-0.48457-0.48294i,-0.64493-0.64817i,0.48724+0.49353i,0.64655-0.48473i,-0.49136-0.64625i,-0.64285+0.49079i,0.49068-0.48191i,0.64875+0.48297i,-0.49326+0.64886i,0.48375+0.6406i,-0.48551-0.49125i,0.48407-0.64952i,-0.48316+0.49169i,0.48338-0.48308i,-0.48404+0.48662i,0.47952+0.64903i,-0.48468-0.49261i,0.485-0.64652i,-0.48172+0.49025i,-0.64944-0.48564i,0.49386-0.64693i,-0.48602-0.63689i,-0.64661-0.64073i,-0.64125+0.49282i,0.4905+0.64741i,-0.48425+0.64592i,0.48425-0.49373i,0.64795+0.48525i,-0.48902-0.48415i
485,-0.75854+0.76265i,-0.86047-0.65244i,-0.35287-0.86529i,0.2206+0.15182i,0.28992-0.21434i,-0.72415+0.21985i,0.65497-0.724i,0.86992-0.86831i,0.35196+0.15456i,0.28209+0.29475i,-0.72938+0.79377i,0.65322-0.6581i,-0.1428+0.14394i,0.71758-0.71756i,0.35621-0.86456i,-0.72899+0.65448i,-0.35982-0.14108i,0.72709-0.79611i,0.35828-0.35393i,-0.72833+0.72804i,-0.86526+0.35781i,0.65922-0.21998i,-0.64957-0.79748i,0.65172+0.65321i,0.36241-0.14243i,0.78855+0.21178i,0.35602-0.7265i,-0.72814-0.358i,-0.35963-0.27648i,0.72393+0.72715i,0.36069-0.15165i,0.79143+0.71761i,-0.65614-0.65503i,0.14546-0.86946i,0.79966+0.6609i,0.35151-0.65243i,0.28007-0.87063i,0.79328-0.35205i,-0.65692-0.28203i,-0.8721+0.72487i,0.15497+0.35865i,-0.21251-0.72783i,-0.29126-0.35954i,-0.79085+0.21881i,-0.86161+0.28711i,-0.34844-0.72693i,0.22399-0.35889i,0.28955-0.78737i,-0.21969+0.14875i,0.21951+0.79938i,0.29212+0.86402i,0.79488-0.65548i,0.86007-0.36613i,0.35125-0.28181i,0.78988-0.28549i,-0.65765-0.28981i,-0.87068-0.79449i,0.15459-0.86058i,-0.71844-0.34802i,0.14786+0.22297i,0.79952+0.7973i,0.35445-0.14877i,-0.22315-0.29239i,-0.29039+0.72428i,-0.28307-0.64946i,-0.79381-0.36251i,-0.86068+0.22234i,0.15246+0.28401i,0.79767+0.78984i,-0.15053-0.15189i,-0.29093+0.21077i,-0.79383+0.28987i,-0.86596-0.21888i,0.65942-0.28733i,-0.14184+0.72457i,-0.80191+0.86567i,0.14973-0.66067i,-0.2107-0.36113i,0.72209+0.72962i,0.35842-0.14733i,0.78822-0.29454i,0.35677+0.73031i,0.28353-0.14885i,0.2832+0.71575i,0.7882+0.86068i,-0.14836+0.35323i,0.72372-0.72472i,0.3604+0.65495i,-0.72265+0.36019i,0.14158+0.28359i,0.29861-0.73013i,0.79305-0.35682i,0.35775+0.73041i,-0.73342-0.1476i,-0.36158-0.29396i,-0.79105+0.22444i,-0.8606+0.79629i,0.15244+0.35392i,0.29312-0.73006i,-0.21952-0.86518i
486,-0.76091-0.25357i,0.14889-0.78595i,0.29462+0.15103i,0.28549+0.80076i,-0.72917-0.65689i,0.65175+0.64843i,0.3617+0.87101i,0.79112-0.66066i,-0.14823-0.86613i,-0.80231-0.85738i,0.65832-0.85705i,-0.64773+0.15607i,-0.87123+0.29317i,-0.85982+0.28559i,0.65936-0.72653i,-0.14366-0.35894i,0.21327+0.72499i,-0.21814+0.3593i,0.2192-0.72904i,0.79388+0.14916i,0.85721-0.21475i,0.85547+0.21723i,-0.15585-0.21869i,-0.80292-0.29008i,0.14939+0.72143i,0.29102+0.86569i,0.28586+0.85592i,0.28633+0.85625i,0.79099+0.85687i,0.35639-0.15765i,-0.733-0.29558i,0.65459+0.72139i,0.36058-0.65598i,0.28166-0.36581i,0.79088+0.73091i,0.35605-0.14875i,-0.72998+0.211i,0.14737-0.72149i,0.79589+0.14763i,0.8612-0.21611i,-0.66579+0.71975i,-0.86756+0.86579i,-0.35478+0.85779i,-0.28568-0.65923i,-0.28653-0.86529i,-0.28434-0.85904i,0.72677+0.15078i,-0.14557+0.80018i,-0.7993-0.15161i,-0.86527+0.72059i,-0.86388-0.65226i,-0.34884+0.14181i,0.72733+0.28897i,0.86497-0.7311i,0.35086+0.15007i,-0.2266-0.71982i,0.72265-0.87002i,-0.65298+0.15173i,-0.36336+0.79954i,-0.28454-0.65849i,0.72952+0.14215i,0.35875+0.29486i,0.28143-0.72757i,0.28987-0.86206i,-0.72421+0.15902i,0.14827-0.21369i,-0.71524-0.79535i,-0.36097+0.14705i,-0.78761+0.80264i,-0.86044-0.14932i,-0.35274+0.21194i,-0.78946+0.79282i,0.65785-0.65647i,0.36106+0.14595i,0.78571+0.29526i,-0.65674+0.78977i,-0.36418-0.14863i,-0.78992+0.21005i,0.14687+0.29232i,-0.71899+0.79082i,0.64877+0.86089i,-0.65042-0.65956i,-0.36121+0.14569i,-0.28629-0.21095i,-0.28507+0.71919i,-0.28347+0.86401i,-0.7993-0.65788i,-0.35027-0.35668i,-0.28153-0.79136i,0.72423-0.86652i,-0.14814-0.35591i,-0.79972-0.78966i,0.1503+0.65533i,-0.21379+0.36266i,0.72494-0.72884i,-0.65102+0.1466i,-0.86698-0.21414i,0.65919-0.28877i,-0.65169-0.28664i,-0.87061+0.21899i
