Id,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Label
1300,-0.6185+0.86701i,0.28484+0.98241i,-0.80872+0.73124i,0.49735+0.4557i,0.9582-0.32187i,0.97682+0.31763i,0.98022-0.5675i,0.9735-0.21331i,0.73304+0.85159i,-0.54019+0.24446i,0.77218-0.11065i,0.00015247-0.38512i,-0.88696-0.42146i,-0.48907-0.91276i,0.077807+0.2581i,-0.59891-0.80663i,0.52954-0.98281i,0.95371+0.010975i,-0.0066262+0.39571i,0.34848+0.66836i,-0.56277+0.45342i,0.52959+0.16874i,-0.52635+0.87814i,0.28148+0.49132i,0.42329-0.079329i,0.9139+0.83917i,0.73269+0.73435i,-0.29035-0.78354i,0.80814+0.74144i,-0.49414+0.74215i,0.28276+0.45038i,-0.81191+0.41697i,0.74166-0.32419i,0.99047-0.42629i,-0.25914-0.17265i,-0.4258+0.60274i,0.076116+0.45584i,0.14356+0.41949i,0.62982+0.17383i,-0.037217+0.13699i,0.10218+0.87797i,0.14033-0.74776i,-0.35263-0.49852i,-0.91489-0.66423i,-0.48685-0.20308i,-0.1671-0.87595i,-0.38367+0.25118i,-0.17641+0.92275i,0.35928+0.98015i,0.42235-0.011811i,0.66428+0.59353i,-0.29063-0.03863i,0.80924-0.88576i,0.98972-0.24487i,0.98043+0.8552i,-0.0083469-0.50034i,-0.14427+0.2807i,-0.38326-0.31692i,-0.91057+0.8115i,0.50396+0.24533i,-0.77693-0.11464i,-0.98837+0.59655i,0.26159+0.70198i,0.17907+0.44718i,0.87924+0.17189i,0.73489+0.63059i,0.69683-0.52924i,0.45223-0.46029i,0.66397+0.32594i,0.20281+0.17955i,0.63458-0.11483i,-0.038148-0.87991i,-0.88442+0.0033816i,0.25185+0.14664i,-0.56197+0.38568i,-0.4592+0.42292i,0.32303-0.56667i,0.42258-0.21122i,-0.81733-0.38459i,0.49837+0.071435i,-0.77029+0.88095i,-0.00073343-0.0061551i,-0.59436-0.64203i,-0.45615-0.94804i,0.57463-0.97791i,-0.52831-0.97341i,-0.21276-0.728i,0.11339+0.28912i,-0.84515+0.18018i,-0.73756-0.84958i,0.29234-0.73598i,-0.066062+0.78467i,0.34814+0.24903i,0.669-0.11586i,-0.78232-0.88351i,-7.3246e-05+0.49474i,-0.59533+0.95859i,0.036886-0.010091i,0.14502-0.14445i,0.88249+0.3507i,3
1301,-0.25144+0.25834i,0.72277+0.79631i,0.86279-0.65649i,-0.65958-0.86628i,0.1428+0.65891i,0.29398-0.64987i,0.28597-0.86678i,0.28461+0.66304i,0.28995-0.14384i,-0.72512+0.2128i,-0.86359+0.7977i,-0.3517-0.65703i,0.22284-0.3635i,0.79724-0.28362i,-0.15087-0.78704i,0.21301-0.35928i,-0.21775-0.28605i,-0.79387-0.28963i,-0.86313-0.79481i,-0.35222+0.15134i,-0.28365+0.29075i,-0.78953+0.79003i,0.65322+0.86268i,0.36328+0.34919i,-0.22356-0.22397i,-0.79552-0.79549i,-0.86471-0.35652i,-0.34918+0.72375i,-0.28336+0.86722i,-0.284-0.15396i,-0.28764-0.29194i,0.72387+0.72313i,0.36093+0.35989i,0.286+0.28356i,-0.72625-0.22142i,0.65288+0.21979i,-0.14112+0.79026i,0.72289+0.85861i,-0.14936-0.65771i,-0.29369+0.64877i,-0.78947-0.65062i,-0.8587+0.65546i,0.15366-0.14187i,0.29276-0.29375i,0.79128-0.7893i,-0.6541-0.35506i,-0.87618-0.79135i,0.66092+0.65637i,0.86659-0.1394i,0.35051-0.79475i,-0.22407-0.86142i,-0.7936-0.35393i,-0.86108+0.73293i,0.15273-0.65616i,-0.21159-0.86837i,0.21499+0.65748i,-0.21607-0.65081i,0.21896+0.64871i,0.7951+0.86621i,-0.14994+0.85731i,-0.29321+0.35511i,0.22-0.22617i,-0.21763-0.29083i,-0.29271+0.72483i,0.72737+0.35775i,-0.64977-0.22699i,0.14324+0.21606i,0.79548-0.71876i,-0.6589+0.65349i,0.14457+0.36076i,0.29573-0.73478i,-0.22132+0.65308i,0.7261+0.86575i,-0.14578-0.1528i,0.72372+0.21207i,-0.65338-0.21417i,0.64629+0.22366i,-0.64573+0.7957i,-0.36254+0.86121i,-0.78534+0.85677i,-0.85729-0.15185i,0.15523+0.71827i,-0.71929+0.86211i,0.14542+0.85961i,0.29486+0.34787i,0.28061+0.79135i,0.79128+0.86082i,-0.15039-0.66252i,-0.29225-0.3642i,-0.79037+0.73121i,-0.35937-0.65241i,-0.28081-0.87306i,0.73106+0.66221i,-0.65386+0.8691i,-0.86464+0.35163i,-0.34986+0.28757i,0.72856+0.79447i,-0.15092-0.65567i,0.21009+0.65035i,-0.72329-0.6524i,2
1302,-0.25236-0.75685i,0.72466-0.35806i,-0.65633-0.78894i,0.14014-0.85847i,0.29072+0.66462i,-0.21929-0.65195i,-0.29496+0.64905i,-0.28547+0.36218i,-0.79337-0.72822i,0.14984-0.86174i,-0.2136-0.85848i,0.21634-0.35002i,-0.72483+0.22352i,0.65122+0.29369i,0.35977-0.72841i,-0.72795-0.86528i,-0.86781-0.85306i,0.15292-0.35404i,0.2949-0.28266i,-0.21781-0.28679i,0.72301+0.2204i,0.36252+0.29034i,0.78827-0.72837i,0.3567+0.14838i,-0.72604+0.29094i,0.65675+0.28586i,-0.14334-0.72451i,-0.79637-0.35893i,-0.85968-0.28452i,-0.85548-0.7945i,-0.35083+0.15144i,-0.28537+0.29016i,-0.28895+0.28467i,-0.7901-0.72618i,0.15096+0.65635i,0.29642+0.87089i,0.79145+0.85406i,0.86169+0.35068i,-0.15121-0.72803i,-0.80059-0.86784i,0.65504+0.66132i,0.36108+0.86774i,-0.22133+0.34866i,-0.79127-0.22902i,0.6578-0.79166i,-0.64993+0.1526i,-0.36124+0.29507i,0.7334+0.28774i,-0.14861+0.28617i,0.2106+0.79438i,0.79477+0.85704i,0.35445-0.65813i,-0.725+0.64884i,-0.3555+0.36301i,-0.79205+0.28341i,-0.85953+0.79168i,0.15239-0.15588i,0.79954+0.21478i,0.35281+0.28933i,0.28216+0.79038i,-0.21788-0.1473i,0.71984-0.29498i,0.86401+0.22037i,0.35525-0.21566i,-0.22442+0.214i,-0.28765+0.28684i,-0.78723-0.72751i,-0.86084+0.14752i,-0.85375-0.71777i,-0.35296-0.35734i,-0.2826-0.28256i,-0.79153+0.7231i,0.65199+0.86322i,0.86691+0.35022i,0.85928-0.72468i,0.85732-0.36269i,-0.66015+0.72953i,-0.86761-0.65009i,-0.34925-0.36347i,-0.78813-0.78614i,0.66106-0.35684i,0.36024+0.22304i,0.28537-0.72339i,0.79398+0.14776i,-0.66188+0.79631i,-0.36172-0.65376i,-0.28014+0.14281i,-0.28497-0.71807i,0.72552+0.14942i,0.35631+0.79731i,-0.72898-0.66011i,0.65395-0.36649i,-0.14544+0.22725i,0.71986-0.2144i,0.86723-0.7941i,-0.15253+0.15131i,-0.79744+0.79891i,-0.86215-0.14795i,-0.86004-0.79905i,0.15448+0.65913i,2
1303,0.56421+0.56816i,0.64259-0.48686i,-0.49191-0.6514i,0.48249-0.63832i,-0.48415+0.49355i,-0.64979-0.48601i,0.49445+0.48209i,-0.48428+0.64563i,0.48644+0.64244i,-0.48359+0.63948i,0.48327-0.49226i,0.64849-0.6477i,-0.49111-0.63755i,0.48464-0.63768i,0.64323-0.64088i,-0.49301+0.49267i,0.48363-0.48868i,-0.48178-0.64724i,-0.64477+0.49102i,0.49231+0.65076i,-0.48388+0.6393i,0.48412-0.48979i,-0.48314+0.48552i,0.48443+0.65022i,-0.48784+0.64063i,-0.65073-0.49182i,-0.6394+0.48452i,-0.63961-0.48478i,-0.64126-0.64469i,-0.63785-0.63998i,0.49001-0.63951i,-0.48237+0.49055i,-0.64834+0.64391i,0.4923+0.63909i,-0.48836+0.63606i,-0.64958+0.63699i,0.49264-0.48944i,0.64929-0.64739i,0.63975-0.6361i,-0.49457+0.49351i,-0.64448-0.47878i,-0.64127+0.48808i,-0.64277+0.64461i,0.48972+0.63955i,0.64742+0.64128i,-0.49244+0.63625i,-0.64632-0.48892i,-0.63742-0.63918i,0.4958-0.63962i,0.64988-0.63767i,-0.49476-0.63702i,0.48181+0.48991i,0.64741-0.48648i,0.63625-0.64857i,-0.49094+0.49465i,-0.64667+0.64501i,0.49248+0.64334i,-0.4847-0.48945i,-0.64654+0.48066i,-0.63915-0.48141i,-0.6421+0.48408i,0.49354+0.65013i,0.64778-0.4955i,0.63951+0.48612i,0.64048-0.48086i,-0.49528-0.64551i,-0.64663+0.49007i,0.49378+0.64509i,-0.48621+0.6376i,-0.64515-0.48993i,-0.64251+0.48317i,0.49297+0.6489i,0.64667+0.63933i,0.64163+0.63658i,-0.49304+0.64152i,-0.64857-0.49125i,-0.6374-0.64991i,-0.64181-0.63757i,-0.63957+0.49209i,-0.64122-0.4824i,-0.64247-0.64627i,-0.64176-0.63944i,0.49243+0.49155i,-0.48605-0.4875i,-0.65089-0.65228i,0.49183+0.48979i,-0.48541-0.48785i,0.48432+0.48388i,-0.48329-0.4868i,-0.64802+0.48253i,-0.63903-0.4853i,-0.6377-0.64658i,0.49406-0.63714i,0.64625+0.49185i,0.64283+0.65157i,0.63712-0.4939i,-0.49501+0.48525i,-0.64654-0.48688i,0.49005-0.64853i,0.64467-0.64041i,1
1304,-0.2521+0.75936i,0.72267+0.35686i,0.86884-0.22382i,0.85816+0.72622i,0.34937-0.64958i,0.78735-0.86828i,0.35225+0.65862i,-0.2223+0.86853i,-0.29078-0.15329i,0.2179-0.29588i,-0.72004+0.21704i,0.64959-0.21955i,0.36277+0.72353i,-0.2277-0.65065i,-0.79354-0.36095i,0.65319-0.28637i,-0.14164-0.28417i,-0.29399+0.21977i,-0.79722-0.21612i,0.14828+0.72301i,0.80216+0.86536i,0.8624+0.85792i,-0.65807-0.15605i,-0.36062-0.79674i,0.72895-0.86137i,0.87089-0.35404i,0.85413-0.78589i,-0.65703-0.35784i,0.65135-0.78621i,-0.65339-0.86808i,0.64501-0.35402i,-0.14462-0.79037i,-0.8008-0.35499i,0.15055-0.27882i,-0.2141-0.79044i,-0.79803-0.86395i,-0.35248-0.85963i,-0.28197-0.85995i,0.21936+0.6625i,-0.21507+0.36089i,-0.29206+0.28116i,0.21505-0.2197i,-0.72308-0.28972i,-0.8627-0.79182i,-0.85678-0.86071i,0.16006+0.15687i,-0.71917+0.7997i,0.65686-0.65762i,0.35989-0.36704i,0.28341-0.28189i,-0.7232-0.79507i,0.65428+0.15399i,0.36109+0.79927i,-0.22303-0.65195i,0.21852-0.36274i,0.79494+0.7313i,-0.15164+0.35781i,0.72135+0.28122i,0.8649-0.73i,-0.15408-0.86511i,-0.2949+0.65869i,-0.28652+0.86944i,0.72472+0.85949i,-0.14975+0.85955i,0.71811-0.65837i,-0.14859+0.64651i,-0.79852+0.87137i,0.65789+0.85287i,-0.14375+0.35385i,-0.29126-0.22089i,-0.28895-0.79679i,-0.78988-0.86507i,0.14901-0.34939i,0.79952-0.78987i,0.35423+0.15243i,0.78938+0.7991i,-0.65578+0.859i,0.6484+0.35302i,-0.64913+0.28573i,-0.35688+0.7948i,0.72914-0.65451i,0.36144-0.86797i,-0.22564-0.34909i,-0.28527+0.72746i,-0.28279-0.65274i,0.21652-0.87031i,0.79345-0.34914i,-0.65751+0.22409i,0.64727+0.79566i,0.35911-0.15038i,0.28442-0.29173i,-0.21721+0.2194i,0.21747+0.79239i,-0.72608+0.86588i,0.14561-0.65932i,-0.21232-0.35862i,-0.28724+0.73107i,0.72398+0.8665i,-0.65396-0.15259i,0.65083+0.21478i,2
1305,0.56703-0.56483i,-0.48673-0.64582i,-0.65002+0.4891i,-0.63904+0.64933i,-0.63855-0.49229i,-0.63779-0.65119i,0.49338-0.63691i,0.64958-0.63987i,0.64072-0.6401i,0.63614+0.49202i,-0.48995+0.64489i,-0.65093+0.6368i,0.49533+0.6436i,0.64999-0.49083i,0.63529-0.6521i,-0.49077+0.49147i,-0.64517+0.64994i,0.49457-0.495i,-0.48413+0.48639i,-0.64633-0.48673i,0.49247+0.48661i,0.6455-0.48429i,0.63613-0.64354i,-0.49067-0.63961i,0.48508+0.49357i,0.65028+0.64402i,-0.49226-0.49132i,0.48331+0.48207i,-0.48526+0.64773i,0.48548-0.49164i,0.64657+0.48666i,-0.49147+0.64472i,-0.64452-0.4956i,0.49661+0.48377i,-0.48552+0.64796i,0.48222-0.49055i,-0.48261+0.48312i,-0.64631+0.64512i,-0.64086+0.63847i,0.49033-0.48999i,-0.48664+0.48761i,-0.6486-0.48149i,-0.64304+0.48006i,0.4918-0.48464i,0.65036+0.48229i,0.64121-0.48553i,-0.49132+0.48483i,-0.64866-0.48451i,-0.64056+0.48023i,-0.64169-0.48174i,0.49006+0.48061i,0.64637+0.65077i,-0.49562+0.63955i,-0.64244-0.49236i,-0.63861+0.48445i,0.49544+0.64725i,0.64805+0.63758i,0.63743+0.6386i,0.6394-0.49271i,0.64256+0.48452i,0.64093+0.64847i,0.63883-0.4905i,-0.48986-0.64753i,-0.64669+0.49413i,0.49283-0.48247i,-0.48588-0.64897i,0.48415-0.6443i,0.64768+0.49348i,-0.49391+0.65203i,0.48654+0.64409i,0.6469-0.48992i,-0.49079-0.6422i,0.48357-0.64305i,0.64954+0.48924i,-0.49151-0.48536i,-0.64596-0.64759i,-0.63995+0.49089i,-0.64037+0.6441i,0.49635-0.49384i,0.65069+0.48284i,0.63752-0.48404i,-0.49386-0.65123i,0.48506+0.48857i,0.64825-0.48315i,0.63759+0.48444i,-0.49449+0.64524i,-0.6462+0.64057i,-0.63719-0.49517i,0.49335+0.48224i,-0.48633+0.64514i,0.48615-0.49005i,-0.4849+0.48278i,-0.64923+0.64774i,-0.63412+0.63725i,-0.63842+0.64132i,0.49343-0.48744i,-0.48229+0.4902i,0.48327+0.6471i,-0.48329-0.49029i,0.48329-0.64599i,1
1306,-0.12513+0.61924i,-0.63574+0.20906i,0.041336-0.3571i,0.63674+0.81294i,-0.29096+0.48616i,0.31458-0.82281i,0.91688-0.73492i,0.98063+0.54159i,0.97484-0.032709i,-0.25449-0.39359i,0.80853+0.31729i,0.7364+0.17681i,0.20136-0.35329i,-0.60557+0.81053i,0.28475+0.24826i,0.42461-0.11267i,0.17327-0.38615i,-0.10702-0.17624i,0.35255-0.14218i,0.42079+0.60026i,-0.31719+0.95214i,-0.17064+0.97908i,-0.8769-0.50314i,0.74801-0.9562i,0.24924+0.75173i,0.37766+0.24904i,-0.32392-0.36123i,-0.91698-0.9149i,-0.9761+0.50482i,0.25741-0.27707i,0.92021-0.92i,-0.50381+0.25367i,0.034219+0.67457i,0.1487-0.041663i,0.63576+0.84334i,0.21146-0.74556i,-0.85341-0.74242i,0.7488+0.046155i,0.49562+0.88622i,-0.57685-0.74551i,-0.7022-0.24889i,0.5362-0.87404i,-0.77824+0.2558i,0.25082+0.42448i,-0.55754+0.66435i,0.033386-0.53731i,-0.10552-0.21349i,0.84719-0.38209i,0.49055-0.66594i,0.16986-0.94621i,-0.11014-0.23608i,-0.63913-0.87663i,-0.45678+0.7464i,-0.1718-0.74098i,0.8482+0.24168i,-0.0061321-0.31241i,-0.39433-0.18006i,-0.17092-0.8778i,-0.87918+0.7469i,-0.98538-0.49062i,-0.97413+0.77584i,-0.23185-0.49326i,-0.13777-0.2197i,0.59801-0.87477i,0.2109-0.73329i,-0.60512-0.94015i,0.77833+0.49926i,0.49643+0.21749i,-0.57255+0.62758i,-0.95339-0.036143i,-0.9789+0.34733i,0.013256+0.42302i,-0.10122-0.56881i,-0.13891+0.037352i,-0.63381-0.34771i,-0.45422-0.1757i,-0.66341+0.10645i,-0.20426+0.14235i,-0.62447+0.14051i,-0.69907-0.84851i,0.53808+0.49471i,-0.038298+0.70644i,0.10201-0.046086i,-0.8426-0.88604i,0.004832-0.24045i,0.88859+0.60571i,0.978+0.94923i,0.73007-0.75375i,0.69436-0.24264i,-0.53871+0.84959i,-0.95294-0.49635i,0.25984+0.028669i,0.67239-0.59934i,0.94483-0.7015i,-0.0057414-0.94411i,0.10399-0.97891i,0.88043+0.25821i,0.24415+0.17847i,0.62793+0.88132i,-0.77803-0.5003i,3
1307,0.12456+0.36878i,0.13951-0.56439i,-0.60085+0.52774i,-0.45771+0.45817i,-0.16869+0.66012i,-0.63031-0.78497i,0.77634-0.00072478i,-0.24922-0.34873i,0.31678+0.072696i,0.66817-0.1009i,0.94452-0.38615i,0.97853-0.91399i,-0.50329+0.0065351i,-0.45806+0.39812i,0.5691-0.813i,0.95519-0.24193i,-0.75055+0.11349i,-0.49834+0.14172i,0.32929+0.38893i,-0.31972-0.56671i,-0.17616-0.20984i,0.60751+0.11361i,-0.28495-0.35297i,0.313+0.56836i,-0.80976-0.52659i,-0.49643+0.52778i,-0.41675-0.53018i,-0.91614+0.03458i,0.25211+0.88203i,0.92383+0.24239i,0.48889-0.35706i,-0.32749+0.32067i,0.069197-0.56241i,-0.84475-0.45659i,0.49889-0.91021i,-0.036508+0.49667i,0.84085-0.52639i,0.49272-0.70721i,-0.32609-0.69802i,0.81346+0.043238i,-0.74556+0.63856i,0.73982+0.45718i,-0.49265-0.8178i,-0.46078+0.24766i,-0.90996-0.56155i,-0.97888+0.28495i,0.25743+0.91677i,-0.3141+0.73785i,-0.18069+0.94363i,-0.38603-0.50342i,-0.91592+0.77387i,-0.23867+0.24548i,-0.38531+0.62707i,0.31853-0.28663i,0.42452+0.56316i,0.91306-0.28266i,-0.50128+0.56126i,0.52804-0.52804i,0.70693-0.46441i,0.45353-0.66202i,0.41689+0.78137i,-0.81446+0.49597i,-0.23856+0.91051i,0.36271-0.74765i,0.42099+0.73917i,0.17092-0.74482i,-0.35675-0.0039691i,-0.41947-0.10144i,0.074585+0.10651i,0.63363-0.10524i,0.94964-0.87902i,0.98265-0.97983i,-0.25326+0.0064129i,-0.92221-0.10253i,0.49933-0.14025i,-0.77554-0.8785i,0.7447-0.4864i,0.4978-0.66085i,0.90886+0.28929i,-0.25424+0.66977i,0.81058+0.45215i,-0.0031426+0.66362i,0.5928-0.78363i,0.45833+0.24583i,-0.81687-0.8055i,-0.98737+0.24666i,-0.97465-0.5615i,-0.48563-0.70634i,0.3237+0.045175i,-0.81571-0.84121i,0.24884+0.4997i,-0.56408+0.70826i,0.035416+0.94479i,-0.59712-0.25842i,-0.95259-0.92124i,-0.97941+0.74762i,-0.48395+0.24859i,-0.66258-0.35908i,-0.69797-0.41865i,0.04458-0.66475i,3
1308,0.75847-0.76175i,-0.14562+0.65458i,0.21215+0.35912i,-0.71878-0.2195i,-0.86327-0.79407i,-0.85464+0.65252i,-0.85875-0.64629i,0.6626-0.87353i,-0.14403+0.15238i,0.21498+0.80021i,-0.71974-0.6563i,-0.35751+0.14155i,-0.78421-0.21271i,0.15046-0.28844i,0.79725+0.72687i,0.35712+0.86696i,-0.22555+0.86072i,0.72333-0.66142i,0.35947+0.1431i,-0.22516-0.21876i,0.21555-0.28728i,-0.21711-0.79054i,0.72344+0.65667i,0.36218-0.65126i,-0.22755-0.869i,-0.29035+0.15281i,0.21963+0.29427i,0.79542+0.79426i,0.35376+0.35399i,0.79009-0.72779i,0.86074+0.65342i,0.35057+0.86378i,-0.7299-0.15557i,-0.8655+0.71563i,-0.8612+0.86814i,0.66516-0.65955i,0.8645-0.36711i,-0.66163-0.28623i,-0.36048+0.22036i,-0.28125+0.79939i,-0.79382-0.65846i,-0.8618-0.36353i,-0.86023-0.78958i,0.16095-0.35862i,-0.21082-0.28167i,-0.29036-0.28582i,0.21534+0.72601i,-0.21599-0.65503i,-0.79562-0.87176i,0.15351+0.15456i,-0.21728-0.21546i,-0.28872+0.72171i,-0.28847-0.65161i,-0.28856+0.6526i,-0.79282+0.86926i,0.65949+0.34967i,-0.64835-0.22682i,0.65093-0.2882i,-0.64901-0.28706i,-0.86699+0.72771i,0.14963-0.14941i,-0.71329-0.28944i,0.65133-0.79277i,0.36318+0.14731i,0.78301+0.79702i,-0.14712-0.65623i,0.21346-0.36206i,-0.72121-0.78642i,-0.86213-0.86487i,0.15335-0.85794i,0.79925-0.86158i,0.86073-0.35691i,0.8562+0.21831i,-0.66277+0.28634i,0.14489-0.72351i,0.29644+0.15097i,0.78662-0.21228i,-0.65935+0.21922i,-0.36413-0.72395i,0.72839-0.86559i,-0.65565-0.85602i,-0.8717-0.3537i,-0.85526+0.72677i,0.15192-0.14806i,0.79533-0.80071i,0.85737+0.65825i,0.85643-0.64635i,-0.15075-0.86517i,-0.29329-0.35213i,0.72692+0.7292i,0.86499-0.14585i,0.85691-0.79671i,0.35164+0.65565i,0.28226+0.35888i,0.79047+0.78829i,-0.14686+0.35546i,-0.29246+0.78955i,-0.78865+0.86009i,0.15028-0.15471i,0.29418-0.79875i,2
1309,-0.56765-0.56744i,0.48703+0.48781i,-0.48555-0.48329i,0.47835+0.48148i,-0.48157-0.48434i,-0.65014+0.48619i,0.4899-0.48521i,-0.48634-0.646i,-0.64538+0.49526i,-0.63915-0.48393i,-0.63669-0.644i,0.49283+0.49228i,-0.4805-0.4854i,-0.64632+0.48371i,-0.64005-0.48339i,-0.64235-0.64394i,-0.63976+0.49339i,0.4853+0.64269i,-0.48803-0.49332i,-0.64846+0.48645i,-0.63984+0.64331i,0.49277-0.49366i,-0.48292+0.48586i,-0.64586-0.48359i,0.49077-0.64658i,0.64886-0.64048i,-0.49569+0.49351i,0.48262-0.48423i,0.64629-0.64952i,-0.49387-0.63976i,-0.64278-0.63917i,0.49123+0.49044i,-0.48624+0.64466i,-0.64693-0.49563i,0.49246-0.64854i,-0.48442+0.49387i,0.48353-0.48726i,0.64509-0.64404i,0.63572+0.48944i,0.64065-0.48561i,-0.4884-0.64332i,0.48019+0.49446i,-0.48455-0.48041i,-0.64261+0.48348i,0.489-0.48333i,0.64826+0.48072i,-0.4935+0.64654i,0.48647+0.64031i,-0.48067+0.63939i,-0.64977+0.63831i,-0.63939+0.64024i,0.49071+0.63962i,-0.48646+0.64358i,-0.64696-0.48915i,0.49071+0.48921i,-0.48562+0.64794i,0.48316-0.49015i,-0.48165+0.48277i,0.48121+0.64756i,-0.48355-0.49425i,0.48393-0.64386i,-0.48245+0.49368i,-0.65009+0.64563i,0.49488-0.49088i,0.64842+0.48449i,0.64173+0.64413i,0.64252+0.63683i,0.64499+0.64072i,-0.49451-0.48787i,-0.64861-0.64897i,0.49184+0.48916i,-0.49089-0.48221i,-0.65213+0.48867i,0.49127-0.48101i,0.64703-0.64744i,-0.49373+0.49087i,0.48134-0.4858i,-0.48367-0.64506i,0.48124-0.64307i,-0.48589-0.63829i,0.47823+0.49177i,-0.48308-0.4841i,-0.6476-0.64597i,-0.63879+0.49569i,-0.64046+0.64604i,-0.63962-0.49076i,-0.63842-0.64712i,-0.63758-0.64005i,-0.63829+0.49145i,0.49221-0.48389i,0.64912-0.64592i,-0.49354-0.63946i,-0.64682+0.49109i,-0.63933+0.64611i,0.49545-0.48841i,0.64684+0.48505i,0.64252-0.4827i,-0.49114-0.64775i,0.48467+0.48859i,-0.48524-0.48203i,1
1310,0.56459+0.56234i,-0.48917+0.6458i,-0.64756+0.64043i,0.4901+0.63602i,0.64502-0.49548i,-0.49017-0.64471i,0.48823-0.639i,-0.48476-0.63631i,0.48235-0.63984i,-0.48701-0.63835i,-0.64841-0.64306i,-0.63734-0.64243i,-0.63826-0.64176i,0.48884+0.4915i,-0.48604+0.64508i,-0.6516+0.6408i,0.4884+0.64048i,0.64811+0.63544i,0.639-0.4923i,-0.49611-0.64718i,-0.64728-0.64017i,0.49205-0.64449i,-0.48392-0.63979i,-0.64648+0.49098i,0.49078-0.48379i,0.64497-0.64747i,-0.49204+0.49369i,0.48449+0.64942i,0.6473+0.63945i,-0.48835-0.4887i,0.48535+0.48425i,0.64912-0.4826i,-0.49199-0.65161i,0.48671+0.4962i,0.65415+0.64863i,-0.4904+0.64383i,0.48558-0.49217i,-0.48352-0.6465i,0.48846+0.49362i,-0.48133-0.48512i,-0.64785+0.47867i,-0.64058+0.64436i,-0.64214-0.49092i,-0.63771-0.64833i,-0.64038-0.64349i,0.49581-0.63767i,-0.48323-0.64577i,0.48432-0.63889i,0.64693-0.64296i,-0.48895+0.48915i,0.48317-0.48219i,-0.48652+0.48664i,-0.64879-0.48673i,-0.64046-0.64545i,0.49088-0.63818i,0.64633+0.49165i,0.64138-0.48514i,-0.48971-0.64937i,0.48536+0.49002i,0.64698+0.64729i,0.6419+0.63845i,0.64044+0.63887i,0.64063-0.49561i,-0.48838-0.6485i,0.48528+0.49368i,-0.48387-0.48304i,0.48311+0.48432i,-0.48061+0.64528i,-0.6496+0.63729i,-0.6397-0.49061i,-0.63864+0.48066i,-0.63899+0.64736i,0.49164-0.49332i,0.64853-0.64599i,-0.49384+0.49393i,0.48456-0.48059i,-0.48354-0.6465i,0.4851-0.63624i,0.65032+0.4894i,0.63829+0.65168i,0.63894+0.64209i,-0.4897+0.64046i,0.4863+0.63852i,0.64882+0.63862i,-0.486-0.4952i,0.48668-0.64645i,0.64732-0.64268i,-0.49302-0.64226i,0.48592-0.63933i,-0.48283-0.63715i,-0.64874+0.49305i,0.49296-0.48887i,0.6462+0.48557i,0.64025+0.64553i,0.64182+0.64165i,0.6402+0.64614i,0.63647-0.49058i,-0.49404-0.64689i,-0.64332-0.6409i,-0.63707-0.64113i,1
